name,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
3DPrinterOS,3D|3D Printing|3D Technology|CAD|Enterprise Software|Industrial Automation|Software,-,operating,USA,CA,SF Bay Area,San Francisco,1,2013-03-01,2013-11-10,2013-11-10
3D Data,3D Technology|Sensors,500000,operating,USA,MA,Boston,Quincy,2,2013-01-01,2014-06-02,2015-02-19
3D Eye Solutions,3D|3D Technology|Digital Signage,380000,operating,USA,FL,Orlando,Longwood,2,,2008-08-11,2010-04-06
3D Forms,,-,operating,,,,,1,,2013-09-16,2013-09-16
3D FUTURE VISION II,Games,503000,closed,USA,FL,Orlando,Longwood,2,2011-01-01,2011-06-22,2013-03-21
3D Industri.es,3D|Curated Web|Manufacturing|Search|Supply Chain Management|Visualization,1200000,operating,GBR,H9,London,London,2,2012-01-01,2012-03-01,2013-03-01
3D Intelligent Pathological Medical Image Solutions,Alumni,12500,operating,,,,,1,,2015-08-01,2015-08-01
3D Product Imaging,3D|3D Technology|E-Commerce|Internet|Online Shopping,240000,operating,USA,WA,Seattle,Seattle,2,2013-01-01,2014-01-01,2014-05-15
3D Robotics,Drones|Manufacturing,99000000,operating,USA,CA,San Diego,San Diego,4,2009-01-01,2012-11-05,2015-04-23
3D simo,,-,closed,,,,,1,,2014-12-01,2014-12-01
3D Sound Labs,Hardware + Software,1168005,operating,FRA,A2,FRA - Other,Cesson-sévigné,1,2014-01-01,2015-03-12,2015-03-12
3D Sports Technology,Software,909940,operating,USA,MN,Minneapolis,Minneapolis,3,2010-01-01,2011-01-21,2013-07-25
3D Systems,Software,169500000,ipo,USA,SC,SC - Other,Rock Hill,3,1986-01-01,2014-01-15,2014-10-13
3d Vision Systems,Hardware + Software,150000,operating,USA,MI,Detroit,Ann Arbor,1,2009-01-01,2012-12-03,2012-12-03
3DBin,E-Commerce,400000,operating,USA,CA,SF Bay Area,Redwood City,1,2009-02-06,2014-10-12,2014-10-12
3DC,Technology,-,acquired,BGR,42,Sofia,Sofia,1,2009-01-01,2009-01-01,2009-01-01
3dCart Shopping Cart Software,E-Commerce,1250000,operating,USA,FL,Ft. Lauderdale,Lauderhill,1,1997-05-01,2010-01-01,2010-01-01
3DDUO,Business Services|Video Games,701760,closed,FRA,B4,FRA - Other,Tourcoing,1,,2009-06-12,2009-06-12
3Derm Systems,3D|Medical|Physicians,1880000,operating,USA,CT,Hartford,New Haven,4,2012-01-01,2013-04-02,2015-07-23
3Diligent,3D Printing|Manufacturing,1150000,operating,USA,CA,Los Angeles,El Segundo,2,2014-07-23,2014-08-01,2015-03-15
3dim,3D Technology|Human Computer Interaction|Sensors,50000,operating,SVN,61,Ljubljana,Ljubljana,1,,2013-10-30,2013-10-30
3DIVAZ,,202250.031601567,closed,,,,,1,2014-07-01,2015-11-01,2015-11-01
3DIVAZ,,202250.031601567,operating,CHE,1,CHE - Other,Wildegg,1,2014-07-01,2015-11-01,2015-11-01
3DiVi Company,3D|Computer Vision|Kinect|Robotics|Software,2670000,operating,RUS,13,RUS - Other,Miass,2,2011-04-01,2011-01-01,2012-10-01
3DLT,3D Printing|Retail|Technology,530000,operating,USA,KY,,,1,2012-12-01,2014-08-22,2014-08-22
3DMGAME,Games|Video,732064,operating,,,,,1,2001-01-01,2010-05-01,2010-05-01
3DPhotoWorks,Printing,3000,operating,USA,NJ,Newark,Chatham,1,2011-01-01,2015-11-05,2015-11-05
3DPhy.com,Creative|Digital Media,204952,closed,,,,,1,2013-11-21,2014-12-18,2014-12-18
3dplusme,3D Printing,4247128,operating,USA,UT,Salt Lake City,Salt Lake City,3,,2014-04-06,2015-08-24
3DPrintus,3D|3D Printing|Internet|Manufacturing,220000,operating,,,,,1,2013-03-15,2014-01-15,2014-01-15
3DR Laboratories,Biotechnology,7436500,operating,USA,KY,Louisville,Louisville,2,,2009-05-29,2012-08-23
3DShook,3D Printing|Consumer Goods|E-Commerce,-,operating,ISR,5,Tel Aviv,Tel Aviv,1,,2014-01-01,2014-01-01
3DSoC,3D|Mobile,2065000,operating,IND,19,Bangalore,Bangalore,2,2006-06-01,2007-12-01,2010-08-01
3DT,Finance|Software|Venture Capital,140000,operating,USA,AZ,Phoenix,Scottsdale,1,2014-02-01,2014-08-22,2014-08-22
3DVista,Curated Web,475000,operating,,,,,1,,2008-06-03,2008-06-03
3Funnel,Business Analytics|E-Commerce|Enterprise Software|Visualization,-,operating,IRL,7,Dublin,Dublin,1,2013-02-01,2013-02-01,2013-02-01
3G Multimedia,Android|B2B|Brand Marketing|iPhone|Mobile|Music|Video Streaming,1700000,operating,HUN,5,Budapest,Budapest,2,2009-09-15,2011-01-01,2012-07-01
Nimble VR,Software,2249999,acquired,USA,CA,SF Bay Area,San Francisco,2,2012-01-01,2012-03-30,2014-04-02
3Guppies,Music,20000000,operating,USA,WA,Seattle,Seattle,1,2003-01-01,2006-04-05,2006-04-05
3GV8 International Inc,Mobile,746185,operating,CHN,22,Beijing,Beijing,2,2005-07-01,2006-03-01,2007-02-01
3i Systems,Semiconductors,13708150,closed,CHN,5,Guangdong,Guangdong,3,2006-11-01,2007-08-20,2010-03-01
3IS,,-,operating,,,,,1,,2008-05-02,2008-05-02
3Jam,Messaging|SMS,4000000,operating,USA,CA,SF Bay Area,San Francisco,1,2005-01-01,2007-07-01,2007-07-01
3KeyIt,Software,-,operating,USA,AR,Fayetteville,Fayetteville,1,2007-02-01,2009-09-17,2009-09-17
3Leaf,Web Hosting,65000000,acquired,USA,CA,SF Bay Area,Santa Clara,3,2004-06-01,2005-01-01,2008-09-22
3LM,Android|Enterprises|Mobile,1500000,acquired,,,,,1,2010-07-01,2010-07-01,2010-07-01
3nder,iOS|Location Based Services|Mobile|Online Dating|Social Media,500000,operating,GBR,H9,London,London,2,2014-02-18,2014-05-09,2015-10-18
3P Biopharmaceuticals,Biotechnology|Pharmaceuticals,4783500,operating,ESP,32,,,2,,2007-06-29,2008-02-05
3PAR,Cloud Data Services|Services|Software,148000000,acquired,USA,CA,SF Bay Area,Fremont,3,1999-01-01,2000-05-01,2004-02-10
3Pillar Global,Consulting|Software,25920000,operating,USA,VA,"Washington, D.C.",Fairfax,4,2006-08-01,2010-01-29,2013-06-06
3PL Central,,17500000,operating,USA,CA,Los Angeles,Manhattan Beach,1,2006-01-01,2015-12-03,2015-12-03
3Play Media,Software,1011601,operating,USA,MA,Boston,Cambridge,3,2007-01-01,2010-02-08,2011-10-21
3point5.com,Curated Web,1500000,operating,USA,UT,Salt Lake City,Salt Lake City,1,,2006-10-09,2006-10-09
3PointData,,-,operating,,,,,1,2008-01-01,2010-09-03,2010-09-03
3POWER ENERGY GROUP,Clean Technology,50000000,operating,GBR,K4,Plymouth,Plymouth,1,,2011-03-11,2011-03-11
3rd Planet,Curated Web|Tourism|Travel,1500000,operating,CHN,,,,2,2010-05-23,2011-02-10,2012-05-01
3rdKind,Game,1000000,operating,JPN,40,Tokyo,Tokyo,1,,2014-07-29,2014-07-29
3scale,Developer APIs|Enterprise Software|Infrastructure|Services|Software,5000000,operating,USA,CA,SF Bay Area,San Francisco,2,2007-12-01,2010-04-20,2013-04-24
3Scan,Biotechnology,7063012,operating,USA,CA,SF Bay Area,San Francisco,4,2011-01-01,2011-08-31,2014-12-05
3seventy,App Marketing|Software,2000000,operating,USA,TX,Austin,Austin,1,2008-01-01,2011-08-19,2011-08-19
3SI Security Systems,Physical Security|Security,13000000,operating,USA,PA,Philadelphia,Malvern,1,1971-01-01,2002-07-29,2002-07-29
3Sourcing,Consulting|Freelancers|Human Resources|Recruiting|Search|Social Commerce,-,operating,USA,CA,SF Bay Area,San Francisco,2,2012-01-01,2013-10-29,2014-05-01
3SP Group,Manufacturing,13780000,operating,FRA,A6,,,1,,2009-05-20,2009-05-20
3sun,Clean Technology,15152514,operating,GBR,I9,,,1,2007-01-01,2014-03-03,2014-03-03
3TEN8,Software,1670000,operating,USA,CA,SF Bay Area,Santa Clara,1,2013-08-15,2015-04-15,2015-04-15
3TIER,Clean Technology,15000000,acquired,USA,WA,Seattle,Seattle,3,1999-01-01,2007-09-05,2010-02-25
3Touch,Software,272000,closed,IRL,29,IRL - Other,Athlone,1,2003-01-01,2007-05-01,2007-05-01
3V Transaction Services,Coupons|Online Shopping|Payments|Retail Technology,50958896.6114209,acquired,IRL,7,Blackrock,Blackrock,2,2004-01-01,2006-10-31,2013-03-01
3VR,Security,64567194,operating,USA,CA,SF Bay Area,San Francisco,7,2002-01-01,2006-01-17,2015-01-13
3ware,Databases|Electronics|Storage,26000000,acquired,USA,CA,SF Bay Area,Sunnyvale,1,,2003-02-11,2003-02-11
3yy game platform,Games|Video,163934,operating,CHN,12,CHN - Other,Tianhe,1,,2013-12-01,2013-12-01
4:33 Creative Lab,Design|Game|Mobile Games,100000000,operating,KOR,11,Seoul,Seoul,1,,2014-11-13,2014-11-13
4 Animals AlsterScience GmbH,Animal Feed|Medical|Specialty Foods,-,operating,DEU,4,Hamburg,Hamburg,1,,2014-10-10,2014-10-10
4-Antibody AG,,13660000,operating,,,,,1,,2007-01-16,2007-01-16
4-Tell,E-Commerce,2374979,operating,USA,WA,WA - Other,Stevenson,6,2009-04-01,2011-07-01,2015-03-09
4 the stars,Networking|Web Hosting,1000,operating,BWA,9,BWA - Other,Ramotswa,1,2013-07-12,2014-05-14,2014-05-14
40 Partners Ltd,Creative Industries|Entertainment|Television,228187.783333164,operating,GBR,H9,London,London,1,,2013-07-01,2013-07-01
404 Found!,Enterprise Software,6246800,operating,,,,,2,1997-01-01,1999-07-01,2000-07-01
41st Parameter,Security,38064570,acquired,USA,CA,SF Bay Area,San Jose,4,2004-01-01,2006-05-08,2012-04-11
42,Enterprise Software,-,operating,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-02-21,2014-05-16
422 Group,Software,1000000,operating,USA,GA,Atlanta,Tucker,1,2004-01-01,2010-06-15,2010-06-15
Loctronix,Software,1000000,operating,USA,WA,Seattle,Woodinville,1,2006-01-01,2013-01-17,2013-01-17
42Floors,Commercial Real Estate|Real Estate,17400000,operating,USA,CA,SF Bay Area,San Francisco,4,2011-01-01,2011-09-01,2013-01-31
42matters AG,Advertising|Android|Curated Web|Mobile|Promotional,-,operating,CHE,25,Zurich,Zürich,2,2011-05-24,2011-09-12,2014-02-09
42Networks,Web Hosting,2258720,acquired,SWE,26,Stockholm,Kista,1,,2006-02-13,2006-02-13
42Race,Online Travel|Sports|Travel,500000,closed,,,,,1,2015-05-01,2015-06-01,2015-06-01
CAD CAD Design Services,Business Services|Product Design,-,operating,USA,WA,Seattle,Seattle,1,2004-08-15,2004-11-01,2004-11-01
447-461 Broadway Partners,Real Estate,-,operating,USA,CA,SF Bay Area,Corte Madera,1,,2014-04-01,2014-04-01
44LAB5,Creative|Creative Industries|Databases,450000,operating,USA,MD,MD - Other,La Plata,1,2015-01-05,2015-05-31,2015-05-31
480 Biomedical,Biotechnology,49656999,operating,USA,MA,Boston,Watertown,5,2011-01-01,2012-02-14,2015-06-19
48domain,Web Design,-,operating,USA,GA,Atlanta,Douglasville,1,2014-06-12,2014-06-28,2014-06-28
490 Entertainment,Entertainment|Games,450000,operating,USA,NY,Long Island,Smithtown,1,1991-05-01,2014-08-15,2014-08-15
4Blox,Software,-,closed,USA,CA,SF Bay Area,San Jose,1,2006-08-01,2007-09-10,2007-09-10
4C,Analytics,-,operating,USA,IL,Chicago,Chicago,1,2011-01-01,2014-01-21,2014-01-21
4D Energetics,Clean Technology|Enterprise Software,1160000,operating,USA,CA,SF Bay Area,Menlo Park,2,,2012-09-01,2014-02-18
4Deep,Biotechnology,500000,operating,CAN,NS,Halifax,Halifax,1,2008-01-01,2015-11-20,2015-11-20
4energy,,-,operating,,,,,1,,2011-04-11,2011-04-11
4FRONT PARTNERS,Anything Capital Intensive|Investment Management|Venture Capital,22000,operating,USA,FL,Sarasota - Bradenton,Sarasota,1,,2014-02-11,2014-02-11
4Front Security,,-,closed,,,,,1,,2005-05-26,2005-05-26
4Home,Automotive|Clean Energy|Cloud Computing|Internet|Software|Wireless,9416354,acquired,USA,CA,SF Bay Area,Sunnyvale,6,2006-01-01,2006-08-01,2010-02-03
4INFO,Ad Targeting|Big Data Analytics|Mobile Advertising,320288000,operating,USA,CA,SF Bay Area,San Mateo,8,2004-09-08,2005-03-01,2014-08-01
4Less,E-Commerce|Marketplaces,1000000,operating,,,,,1,2012-03-01,2012-03-01,2012-03-01
4Med Centra Medyczne,,-,closed,,,,,1,,2008-01-01,2008-01-01
4meee,E-Commerce,500000,acquired,JPN,40,Tokyo,Tokyo,1,,2014-08-13,2014-08-13
4moms,Hardware + Software,60000000,operating,USA,PA,Pittsburgh,Pittsburgh,5,2005-01-01,2005-06-17,2015-09-29
4PLAT,Games,892898,operating,,,,,1,,2013-04-19,2013-04-19
4PSA,Cloud Computing|Messaging|Telephony|Unifed Communications,6500000,operating,ROM,10,Bucharest,Bucharest,3,2002-02-18,2004-03-01,2013-05-09
4Runners Entertainment,Games,100000,operating,GBR,H9,London,London,1,2014-10-08,2014-12-02,2014-12-02
4s91.com,Mobile,10000000,operating,CHN,30,Guangzhou,Guangzhou,1,2011-03-01,2012-02-01,2012-02-01
4SC,Human Resources|Recruiting|Social Recruiting,10511317,operating,DEU,2,DEU - Other,Planegg,1,,2003-05-21,2003-05-21
4Scotty GmbH,Information Technology|Recruiting|Services,-,operating,DEU,16,Berlin,Berlin,1,2014-09-01,2015-02-01,2015-02-01
4screens,,-,operating,,,,,1,,2015-03-10,2015-03-10
4Soils,Apps|Education|Kids|Religion,50000,operating,USA,CA,SF Bay Area,Stanford,1,2012-01-01,2013-08-26,2013-08-26
4Tech,Biotechnology,7000000,operating,USA,MA,Boston,Waltham,1,2011-01-01,2011-12-21,2011-12-21
4tell Solutions,Financial Services|Information Technology|Optimization|Technology,-,operating,,,,,1,,2014-12-04,2014-12-04
4th aspect,Advertising|Software,1121078,operating,GBR,N5,Sunderland Bridge,Sunderland Bridge,4,2010-03-10,2011-03-10,2013-08-15
4th Office,Office Space,3607956,operating,GBR,,,,1,,2014-12-03,2014-12-03
4theTable,,500000,operating,,,,,1,2014-06-01,2015-11-11,2015-11-11
4URSPACE,Real Estate|Retail|Service Providers,50000,operating,USA,NY,New York City,New York,1,2013-01-24,2015-08-13,2015-08-13
4vets,Pets,762500,operating,BRA,2,Sao Paulo,São Paulo,1,2013-08-01,2013-08-29,2013-08-29
4wave,Technology,-,operating,USA,VA,Norfolk - Virginia Beach,Virginia Beach,1,,2004-07-27,2004-07-27
4x4 Aviation,Aerospace,95445,operating,GBR,G5,Kent,Kent,1,2013-01-01,2014-02-01,2014-02-01
5 CUPS and some sugar,Curated Web,385980,operating,,,,,1,2012-01-01,2013-07-23,2013-07-23
5 examples,Software,250000,operating,USA,NC,Raleigh,Morrisville,1,2004-01-01,2010-07-14,2010-07-14
5 Million Shoppers,Internet|Mobile,15000,operating,USA,TX,Dallas,Dallas,1,,2014-08-07,2014-08-07
5 Minutes,Games,3500000,operating,CHN,23,Shanghai,Shanghai,1,,2009-12-21,2009-12-21
ChartRequest,Software,740000,operating,USA,NY,New York City,New York,2,2012-01-01,2012-03-29,2013-01-08
5 Screens Media,Business Services,-,operating,,,,,2,2013-10-28,2014-06-15,2014-08-07
5 Star Mobile,Consumer Electronics|Mobile Devices,180000,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,1,2013-07-23,2014-02-20,2014-02-20
5 Star Quarterback,Sports,-,operating,USA,RI,Providence,Johnston,1,2011-08-01,2011-09-08,2011-09-08
5 Stars Vacation Rentals,Real Estate|Travel,-,operating,USA,SC,Myrtle Beach,North Myrtle Beach,1,2014-07-12,2014-11-15,2014-11-15
50 Cubes,Fashion|Online Gaming|Social Games|Women,-,operating,USA,CA,SF Bay Area,San Francisco,1,,2012-01-01,2012-01-01
50 Partners,Finance|Incubators|Venture Capital,-,operating,FRA,A8,Paris,Paris,1,2012-07-01,2012-02-01,2012-02-01
500 Luchadores,Online Shopping|Services,2013000,operating,USA,CA,SF Bay Area,Mountain View,1,,2014-01-27,2014-01-27
500Friends,E-Commerce|Enterprise Software|Loyalty Programs|Social Media,12900000,acquired,USA,CA,SF Bay Area,San Francisco,6,2010-01-01,2009-12-15,2013-03-12
500Indies,Distribution|Film Distribution|Marketplaces|Media,100000,operating,,,,,1,2014-08-15,2014-09-01,2014-09-01
500px,Apps|Internet|Photography|Promotional|Sales and Marketing,22325000,operating,CAN,ON,Toronto,Toronto,7,2009-10-01,2011-06-03,2015-07-21
500Shops,E-Commerce|Online Shopping|Software,5000,operating,NGA,5,Lagos,Yaba,1,,2013-12-01,2013-12-01
51 Auto,Automotive,4500000,closed,,,,,1,,2008-06-01,2008-06-01
51.com,Software,27000000,operating,CHN,23,Shanghai,Shanghai,3,2005-01-01,2006-05-01,2007-07-01
51 Give,Carbon|Environmental Innovation|Green|Nonprofits,-,operating,CHN,22,Beijing,Beijing,1,2007-09-01,2008-06-10,2008-06-10
51 Qiangzuo,,-,operating,,,,,1,,2010-08-08,2010-08-08
5151tuan,Real Estate,2928257,operating,CHN,,,,1,2009-01-01,2010-05-01,2010-05-01
5173.com,E-Commerce,9300000,operating,CHN,2,CHN - Other,Jinhua,3,2002-11-01,2004-03-01,2007-12-01
51credit.com,Finance,10000000,operating,CHN,22,Beijing,Beijing,2,,2006-01-01,2007-07-01
51CTO,,16000000,operating,CHN,22,Beijing,Beijing,1,,2015-11-23,2015-11-23
51edj,E-Commerce,1158814,operating,CHN,22,Beijing,Beijing,2,,2012-03-01,2012-12-01
51edu,Education,-,operating,CHN,22,Beijing,Beijing,2,2001-01-01,2006-01-01,2010-01-01
51hejia.com,Curated Web,10000000,operating,CHN,23,Shanghai,Shanghai,1,,2007-07-26,2007-07-26
51Talk,Education,65100000,operating,CHN,22,Beijing,Beijing,4,2011-01-01,2011-12-01,2014-10-23
51tour,Leisure|Tourism|Travel,-,operating,CHN,22,Beijing,Beijing,1,,2015-02-04,2015-02-04
51wan,Games,1500000,operating,CHN,22,Beijing,Beijing,2,2007-08-01,2008-04-01,2010-08-01
51wofang 无忧我房,,5000000,closed,,,,,1,2014-01-01,2015-07-06,2015-07-06
51yongche,Android|Mobile|Software,-,operating,CHN,22,Beijing,Beijing,1,2013-12-01,2015-04-11,2015-04-11
51Zhangdan,Internet,65000000,operating,CHN,2,Hangzhou,Hangzhou,3,,2012-01-01,2015-02-05
5211game,Games,1000000,operating,CHN,23,Shanghai,Shanghai,1,,2009-12-01,2009-12-01
525j.com.cn,Manufacturing,-,operating,,,,,1,2003-01-01,2012-08-01,2012-08-01
52masterworks,Art|Creative|Creative Industries,234705,operating,DEU,2,Munich,Munich,3,2013-11-12,2015-05-01,2015-05-01
556 Fitness,,-,operating,USA,MD,MD - Other,Waldorf,1,2009-06-15,2010-12-12,2010-12-12
55social,Software,3000000,operating,,,,,1,2011-07-14,2011-11-01,2011-11-01
55tuan.com,E-Commerce,200000000,operating,CHN,22,Beijing,Beijing,2,2010-03-15,2010-12-01,2011-07-01
58.com,Curated Web|Internet|Software,876780000,ipo,CHN,19,CHN - Other,Chaoyang,6,2005-01-01,2006-02-01,2014-06-27
58 Daojia,Consumer Internet,300000000,operating,,,,,1,2014-09-01,2015-10-12,2015-10-12
591wed,Curated Web,10000000,operating,CHN,22,Beijing,Beijing,1,,2013-12-03,2013-12-03
59Saniye,Video,-,operating,,,,,1,2012-01-01,2013-01-31,2013-01-31
59sec,Advertising|Lead Management|Sales and Marketing,27428.6215837652,closed,,,,,1,2015-08-22,2015-08-01,2015-08-01
5app,Mobile|Software|Web Design|Web Development,5100000,operating,GBR,H9,London,London,1,2011-01-01,2014-06-12,2014-06-12
5BARz International,Mobile|Technology|Wireless,6100000,ipo,USA,WA,Seattle,Seattle,2,2008-01-01,2013-11-12,2014-11-17
5by,Apps|Photography|Photo Sharing,-,acquired,USA,CA,SF Bay Area,San Francisco,1,2012-01-01,2013-02-28,2013-02-28
5DPnP,3D|Digital Media|Graphics|Printing,12500,operating,,,,,1,,2014-12-01,2014-12-01
5ensesinfood,Food Processing|Services,1848664,operating,,,,,1,2013-01-01,2013-01-01,2013-01-01
5gig,Music|Ticketing|Web Development,368750,operating,ESP,29,Madrid,Madrid,1,2007-12-01,2009-10-10,2009-10-10
5i Sciences,Healthcare Services|Life Sciences|Medical,5955000,operating,USA,CA,San Diego,Rancho Santa Fe,2,,2014-08-11,2014-08-11
5k Fans,Software,8000000,operating,USA,CA,Los Angeles,Los Angeles,1,,2009-06-10,2009-06-10
5M Ventures,Startups,-,operating,FRA,A8,Paris,Paris,1,,2014-07-09,2014-07-09
5minutes,Art|Curated Web|Photography|Social Media,15873,operating,GBR,H9,London,London,1,2011-03-19,2012-03-19,2012-03-19
5nine Software,Information Technology|Security|Virtualization,-,operating,USA,NJ,Newark,Middletown,1,2009-01-01,2014-11-19,2014-11-19
5o9,Software,50000,operating,USA,CO,Denver,Boulder,1,2006-01-01,2013-05-14,2013-05-14
5Rocks,Games,3987693,acquired,KOR,11,Seoul,Seoul,2,2013-06-18,2010-09-01,2013-09-03
5skills,Sales and Marketing|Social Media,30000,operating,,,,,1,,2013-01-01,2013-01-01
5th Avenue Media,Advertising|Digital Media|Distribution|Social Media,250000,operating,USA,NY,New York City,New York,1,2012-07-04,2012-09-02,2012-09-02
5th Planet Games,Games|Mobile|Mobile Games|Online Gaming,3000000,operating,USA,CA,Sacramento,Roseville,1,2009-01-01,2014-07-16,2014-07-16
5to1,Advertising|Internet|Internet Marketing,17129760,acquired,USA,WA,Seattle,Seattle,4,2009-01-01,2009-06-17,2010-11-10
60Frames Entertainment,,3500000,closed,USA,CA,Los Angeles,Beverly Hills,1,,2007-08-02,2007-08-02
60mo,Accounting|Business Development|Finance|Software|Web Development,1300000,acquired,GBR,U8,Edinburgh,Edinburgh,3,2009-06-01,2009-06-29,2011-01-19
64 Pixels,Browser Extensions|Curated Web|Social Media,100000,operating,USA,CA,SF Bay Area,Mountain View,1,2010-10-01,2010-10-01,2010-10-01
640 Labs,Software,3050000,acquired,USA,IL,Chicago,Chicago,3,2013-01-01,2014-06-20,2014-10-20
66. com,Real Estate,-,operating,,,,,1,,2009-11-01,2009-11-01
6APT,EdTech|Education,-,operating,CHN,22,Beijing,Beijing,1,,2011-05-01,2011-05-01
6connect,Web Hosting,3019139,operating,USA,CA,SF Bay Area,San Francisco,2,2009-01-01,2011-08-23,2013-04-12
6Qube,Information Services|Information Technology|Internet Marketing|SEO,100000,operating,USA,TX,Austin,Cedar Park,1,2009-01-01,2014-10-29,2014-10-29
6D Global Technologies,Services,11052498,ipo,USA,NY,New York City,New York,2,,2014-12-02,2015-08-20
6degrees,Apps|Contact Management|Software,-,operating,SGP,,Singapore,Singapore,1,2013-06-01,2015-12-01,2015-12-01
6EP,,-,operating,GBR,H3,Leeds,Leeds,1,,2014-07-01,2014-07-01
6N Silicon,Concentrated Solar Power|Manufacturing|Solar,5714285.71428571,acquired,CAN,ON,Toronto,Vaughan,1,2006-01-01,2007-07-14,2007-07-14
6px,Cloud Computing|Cloud Data Services|Developer APIs|PaaS,-,operating,USA,CO,Denver,Boulder,1,2013-07-01,2014-03-21,2014-03-21
6renyou.com,Mobile,1000000,operating,CHN,22,Beijing,Beijing,2,2013-06-01,2014-01-01,2014-08-01
6Rooms,Photography,30500000,operating,CHN,,,,3,,2006-11-01,2012-01-01
